Id;Label
MAJOWSKI  SAM MOTHER;MAJOWSKI  SAM MOTHER
STEELE  MARCY MASTER;STEELE  MARCY MASTER
AUSTIN  SUSAN;AUSTIN  SUSAN
MASTERSON  KEVIN;MASTERSON  KEVIN
WIND-WARRIOR / PAMELA;WIND-WARRIOR / PAMELA
SKYHAWK / WINSTON BILL;SKYHAWK / WINSTON BILL
ARKO;ARKO
TILDA;TILDA
GUDRUN [ASGARDIAN];GUDRUN [ASGARDIAN]
STEELE  BOBBY;STEELE  BOBBY
PARETSKY  DR. GARY;PARETSKY  DR. GARY
SAPRISTI  JERRY;SAPRISTI  JERRY
JOYCE  SAMANTHA;JOYCE  SAMANTHA
MARRERO  ED;MARRERO  ED
UROC;UROC
SKOLL;SKOLL
CONKLIN  CAPT.;CONKLIN  CAPT.
MALEKITH / MALCOLM KEI;MALEKITH / MALCOLM KEI
KURSE / ALGRIM [ASGARD;KURSE / ALGRIM [ASGARD
BLAKE  DR. DONALD;BLAKE  DR. DONALD
BLAKE  DR. DONALD (C;BLAKE  DR. DONALD (C
SIMBUS;SIMBUS
JOVAN;JOVAN
BASALLO / LAVA MEN KIN;BASALLO / LAVA MEN KIN
URSON-WELLZ;URSON-WELLZ
SCRATCH  NICHOLAS;SCRATCH  NICHOLAS
HYDRON;HYDRON
REPTILLA;REPTILLA
THORNN;THORNN
VAKUME;VAKUME
BRUTACUS;BRUTACUS
VERTIGO;VERTIGO
GAZELLE;GAZELLE
POTTER  BETSY BEATTY;POTTER  BETSY BEATTY
GLADIATOR / MELVIN POT;GLADIATOR / MELVIN POT
LANE  LOIS;LANE  LOIS
KARNIVOR;KARNIVOR
BLACK TALON II / SAMUE;BLACK TALON II / SAMUE
DR. DOOM CLONE / VICTO;DR. DOOM CLONE / VICTO
FIREBIRD / BONITA JUAR;FIREBIRD / BONITA JUAR
SHOOTING STAR;SHOOTING STAR
RED WOLF III / WILL TA;RED WOLF III / WILL TA
NIGHT RIDER III / HAMI;NIGHT RIDER III / HAMI
BANSHEE II;BANSHEE II
LOBO;LOBO
SCOURGE;SCOURGE
KRAVEN THE HUNTER / SE;KRAVEN THE HUNTER / SE
O'HOOLIHAN  SERGIUS;O'HOOLIHAN  SERGIUS
PLUNDERER / LORD EDGAR;PLUNDERER / LORD EDGAR
RAINBOW  BECKY;RAINBOW  BECKY
LINK;LINK
SCORCH II;SCORCH II
NOM;NOM
JINX;JINX
FOLD;FOLD
SHARD;SHARD
WITNESS II / REMY LEBE;WITNESS II / REMY LEBE
SHAW  SAMARRA;SHAW  SAMARRA
TRICKSTER;TRICKSTER
TULL;TULL
WILLIAMS JOHN;WILLIAMS JOHN
INNOCENT;INNOCENT
MERRIAN;MERRIAN
JERICHO  DUNCAN;JERICHO  DUNCAN
KINLAN KARTH KITH;KINLAN KARTH KITH
KALIN KARTH KITH;KALIN KARTH KITH
JERICHO  JUSTINA;JERICHO  JUSTINA
BROWN  MINDY MCPHERS;BROWN  MINDY MCPHERS
KORVAC  MICHAEL;KORVAC  MICHAEL
MASTER ORDER;MASTER ORDER
DEATH;DEATH
LORD CHAOS;LORD CHAOS
CARINA / CARINA WALTER;CARINA / CARINA WALTER
MR. JIP;MR. JIP
DAY;DAY
NIGHT;NIGHT
LORD OF LIGHT / BOWEN;LORD OF LIGHT / BOWEN
CARLISLE  PHILLIP;CARLISLE  PHILLIP
VERMIN II;VERMIN II
AVIUS;AVIUS
NIXON  RICHARD;NIXON  RICHARD
GLORIAN / THOMAS GIDEO;GLORIAN / THOMAS GIDEO
GIDEON  GREGORY HUNG;GIDEON  GREGORY HUNG
MIRACLE MAN;MIRACLE MAN
OMEGA;OMEGA
EVANS  DORIS;EVANS  DORIS
GIDEON  CLAIRE;GIDEON  CLAIRE
JANUS;JANUS
MOTHER SUPERIOR;MOTHER SUPERIOR
MADDICKS  ARTHUR ART;MADDICKS  ARTHUR ART
M;M
CHAMBER / JONOTHON STA;CHAMBER / JONOTHON STA
LEECH;LEECH
NALES  DET. REBECCA;NALES  DET. REBECCA
MAYHEM / DET. BRIGID O;MAYHEM / DET. BRIGID O
DELGADO  FATHER;DELGADO  FATHER
MARKED MAN;MARKED MAN
CRIMSON DAFFODIL;CRIMSON DAFFODIL
TAKU;TAKU
OVERMIND / GROM;OVERMIND / GROM
LANDERS  GENA;LANDERS  GENA
ALRAUNE  MARLENE;ALRAUNE  MARLENE
RASPUTINA  ALEXANDRA;RASPUTINA  ALEXANDRA
CHASIN  MAJOR;CHASIN  MAJOR
RASPUTIN  NIKOLAI;RASPUTIN  NIKOLAI
THUNDERBIRD / JOHN PRO;THUNDERBIRD / JOHN PRO
KRAKOA;KRAKOA
JOHNSON  ANNA;JOHNSON  ANNA
AVANDALIA;AVANDALIA
VIBRANIA / SHARA;VIBRANIA / SHARA
BERGLUND  GEN.;BERGLUND  GEN.
THULE  GEN.;THULE  GEN.
KALMARI;KALMARI
RUIZ  DR. BERNARDO;RUIZ  DR. BERNARDO
EISMAN  BETTY;EISMAN  BETTY
RIFKIN  MARJORIE;RIFKIN  MARJORIE
CADAVER;CADAVER
CORDOVA  JUAN;CORDOVA  JUAN
COVEY  LAWRENCE K.;COVEY  LAWRENCE K.
STARHAWK II / ALETA OG;STARHAWK II / ALETA OG
THOR IV / DARGO;THOR IV / DARGO
SALLA;SALLA
NIKKI / NICHOLETTE GOL;NIKKI / NICHOLETTE GOL
STARHAWK / STAKAR;STARHAWK / STAKAR
MAJOR VICTORY / MAJ. V;MAJOR VICTORY / MAJ. V
CHARLIE 27;CHARLIE 27
MARTINEX;MARTINEX
MANBOT / BERNIE LACHEN;MANBOT / BERNIE LACHEN
FLEX / ADRIAN CORBO;FLEX / ADRIAN CORBO
MURMUR II / ARLETTE TR;MURMUR II / ARLETTE TR
SU  DR. KO BIN;SU  DR. KO BIN
SCORPIO IV;SCORPIO IV
GUARDIAN V / JAMES MAC;GUARDIAN V / JAMES MAC
RADIUS / JARED CORBO;RADIUS / JARED CORBO
SASQUATCH II;SASQUATCH II
ECLIPTIC;ECLIPTIC
CLARKE  GENERAL JERE;CLARKE  GENERAL JERE
GHOST GIRL II / LILLI;GHOST GIRL II / LILLI
NORTHSTAR / JEAN-PAUL;NORTHSTAR / JEAN-PAUL
OCULUS  LT.;OCULUS  LT.
HUXLEY  DR. HORATIO;HUXLEY  DR. HORATIO
MEANY;MEANY
EENY;EENY
MAGGOTT / JAPHETH;MAGGOTT / JAPHETH
CHINOOK;CHINOOK
PROCTOR  COORDINATOR;PROCTOR  COORDINATOR
WILD CHILD / KYLE GIBN;WILD CHILD / KYLE GIBN
HADDOCK  DR. MYRA;HADDOCK  DR. MYRA
VIRGO II;VIRGO II
DIAMOND LIL / LILLIAN;DIAMOND LIL / LILLIAN
RON  DAN;RON  DAN
VIENNEAU  JACQUES;VIENNEAU  JACQUES
STARR  JACQUELINE;STARR  JACQUELINE
MALUS  DR. KARL;MALUS  DR. KARL
SUMMERS  MADELYNE MA;SUMMERS  MADELYNE MA
MORRELL  SABRINA;MORRELL  SABRINA
IMMORTUS  MARCUS;IMMORTUS  MARCUS
NEBULON;NEBULON
RANDAK;RANDAK
APOCRYPHUS;APOCRYPHUS
SSSITH;SSSITH
BLACK KNIGHT II / SIR;BLACK KNIGHT II / SIR
DEATHUNT 9000;DEATHUNT 9000
TYNDAR;TYNDAR
RAA;RAA
ZIMMER  ABE;ZIMMER  ABE
TYRAK;TYRAK
TERRAX II / TYROS;TERRAX II / TYROS
GRANDMASTER / EN DWI G;GRANDMASTER / EN DWI G
DEATH ADDER;DEATH ADDER
RED GUARDIAN II / ALEX;RED GUARDIAN II / ALEX
YELLOWJACKET II / RITA;YELLOWJACKET II / RITA
MINOTAUR;MINOTAUR
RAKSOR [SKRULL];RAKSOR [SKRULL]
ZEDRAO  GENERAL;ZEDRAO  GENERAL
SIKORSKY  RAYMOND;SIKORSKY  RAYMOND
APE MAN / GORDON MONK;APE MAN / GORDON MONK
ZOTA  CARLO;ZOTA  CARLO
MORLAK  MARIS;MORLAK  MARIS
COUNT NEFARIA  LUCHI;COUNT NEFARIA  LUCHI
BYRD  SEN. HARRINGTO;BYRD  SEN. HARRINGTO
LANN;LANN
PRINCE REY;PRINCE REY
TULAK;TULAK
TYPHON;TYPHON
PERSEPHONE;PERSEPHONE
MASTERMIND / JASON WYN;MASTERMIND / JASON WYN
TOAD / MORTIMER TOYNBE;TOAD / MORTIMER TOYNBE
CHAMELEON / DMITRI SME;CHAMELEON / DMITRI SME
WEI  LINDA;WEI  LINDA
KETCH  DORIS AUDRA;KETCH  DORIS AUDRA
FLAG-SMASHER;FLAG-SMASHER
DOLAN  STACY;DOLAN  STACY
BLACKOUT II;BLACKOUT II
KETCH  BARBARA;KETCH  BARBARA
D'AURIA  JACK;D'AURIA  JACK
DEATHWATCH / STEPHAN L;DEATHWATCH / STEPHAN L
DOLAN  CAPT. THOMAS;DOLAN  CAPT. THOMAS
PILEDRIVER;PILEDRIVER
GUARDIAN / JAMES MACDO;GUARDIAN / JAMES MACDO
CODY  GARY;CODY  GARY
PISCES II;PISCES II
MOBIUS  DR.;MOBIUS  DR.
SAGITTARIUS II;SAGITTARIUS II
KRYPT  DR.;KRYPT  DR.
BOX IV / MADISON JEFFR;BOX IV / MADISON JEFFR
TAURUS II;TAURUS II
DIRECTOR X;DIRECTOR X
TREVANI  DANIKA;TREVANI  DANIKA
MCCORMICK  FIONA;MCCORMICK  FIONA
MEAGHER  TYLER;MEAGHER  TYLER
DELGADO  LUZ;DELGADO  LUZ
LIN  MEI;LIN  MEI
BERTRAM;BERTRAM
PIXIE II;PIXIE II
RICHARDS  FRANKLIN 2;RICHARDS  FRANKLIN 2
W'KABI;W'KABI
CLINTON  BILL;CLINTON  BILL
RAVEN  SABBATH;RAVEN  SABBATH
RAPTOR / PAUL HAZLETT;RAPTOR / PAUL HAZLETT
CHALMERS  CYNTHIA;CHALMERS  CYNTHIA
BLITZKRIEG;BLITZKRIEG
EROS;EROS
CHALMERS  JUDGE ROBE;CHALMERS  JUDGE ROBE
MINDSTORM;MINDSTORM
GRID;GRID
VIDAR;VIDAR
CHAPMAN  GEN. ULYSSE;CHAPMAN  GEN. ULYSSE
TAURUS / CORNELIUS VAN;TAURUS / CORNELIUS VAN
ADAMS  NICOLE NIKKI;ADAMS  NICOLE NIKKI
LYNNE  MONICA;LYNNE  MONICA
HATE-MONGER / ADOLF HI;HATE-MONGER / ADOLF HI
WOO  JIMMY;WOO  JIMMY
LEO / DANIEL RADFORD;LEO / DANIEL RADFORD
SAGITTARIUS / HARLAN V;SAGITTARIUS / HARLAN V
AQUARIUS / DARREN BENT;AQUARIUS / DARREN BENT
ARIES / MARCUS LASSITE;ARIES / MARCUS LASSITE
PISCES / NOAH PERRICON;PISCES / NOAH PERRICON
LIBRA / GUSTAV BRANDT;LIBRA / GUSTAV BRANDT
VIRGO / ELAINE MCLAUGH;VIRGO / ELAINE MCLAUGH
CANCER / JACK KLEVENO;CANCER / JACK KLEVENO
SCORPIO / JAKE FURY;SCORPIO / JAKE FURY
CAPRICORN / WILLARD WE;CAPRICORN / WILLARD WE
DEATHCRY [SHI'AR];DEATHCRY [SHI'AR]
MCELROY  JAMES;MCELROY  JAMES
DR. SPECTRUM II / DR.;DR. SPECTRUM II / DR.
STANKOWICZ  FABIAN;STANKOWICZ  FABIAN
MOONHUNTER / ZACK MOON;MOONHUNTER / ZACK MOON
JACK FLAG;JACK FLAG
RIDDLEY  HIRAM RAM;RIDDLEY  HIRAM RAM
BLACK CROW / JESSE BLA;BLACK CROW / JESSE BLA
FREE SPIRIT / CATHY WE;FREE SPIRIT / CATHY WE
HATORI  DESMOND;HATORI  DESMOND
MIRAGE II / DANIELLE M;MIRAGE II / DANIELLE M
SKIDS / SALLY BLEVINS;SKIDS / SALLY BLEVINS
SIRYN / THERESA ROURKE;SIRYN / THERESA ROURKE
VILLA-LOBOS  GETULIO;VILLA-LOBOS  GETULIO
LOCUS;LOCUS
REIGNFIRE;REIGNFIRE
THUNDERBIRD II / JAMES;THUNDERBIRD II / JAMES
ANGEL III / HALLOWAY;ANGEL III / HALLOWAY
MADCAP;MADCAP
CAPTAIN TERROR / DAN K;CAPTAIN TERROR / DAN K
BLACK AVENGER / JERRY;BLACK AVENGER / JERRY
BLACK MARVEL / DAN LYO;BLACK MARVEL / DAN LYO
JOSHUA  DR. SEGISMUN;JOSHUA  DR. SEGISMUN
CHANDRA  DR.;CHANDRA  DR.
SHORT CIRCUIT / HENRY;SHORT CIRCUIT / HENRY
TWO-GUN KID;TWO-GUN KID
ROUSSEAU  ETIENNE;ROUSSEAU  ETIENNE
SHATTERSTAR II / GAVEE;SHATTERSTAR II / GAVEE
DOMINO III / BEATRICE;DOMINO III / BEATRICE
RICTOR / JULIO ESTEBAN;RICTOR / JULIO ESTEBAN
SNAKESKIN II;SNAKESKIN II
MOJO;MOJO
PATCH II;PATCH II
SUPERIA / WENTWORTH  D;SUPERIA / WENTWORTH  D
DEMOLITION MAN / DENNI;DEMOLITION MAN / DENNI
HOLLISTER  SHERIFF;HOLLISTER  SHERIFF
BRIGGS  AGENT;BRIGGS  AGENT
BLACKSHEAR  JONAS;BLACKSHEAR  JONAS
EDWARDS  MARTIN / DR.;EDWARDS  MARTIN / DR.
BLACKHEART;BLACKHEART
STRYFE;STRYFE
ALEGRIA  RICHIE;ALEGRIA  RICHIE
SELENE;SELENE
THORPE  GORDON;THORPE  GORDON
WHITECLOUD  MICHAEL;WHITECLOUD  MICHAEL
DEWITT  LUCIUS;DEWITT  LUCIUS
SANTINI  DR. JOSE;SANTINI  DR. JOSE
BANTOCK  LT. OLIVER;BANTOCK  LT. OLIVER
BENTON  TERRY;BENTON  TERRY
JONES  WALTER;JONES  WALTER
SANDERS  DET. NAPOLE;SANDERS  DET. NAPOLE
BURKE  RICKY;BURKE  RICKY
CALIBAN;CALIBAN
GRYPHON / COMMANDER EK;GRYPHON / COMMANDER EK
SLEDGE;SLEDGE
SCHUYLER  DR. REBECC;SCHUYLER  DR. REBECC
PUFF ADDER;PUFF ADDER
BOOMSLANG;BOOMSLANG
CENTURY;CENTURY
COTTONMOUTH II;COTTONMOUTH II
COACHWHIP;COACHWHIP
RATTLER;RATTLER
FER DE LANCE / TERESA;FER DE LANCE / TERESA
PSYKLOP;PSYKLOP
AMERICAN EAGLE II / JA;AMERICAN EAGLE II / JA
NIGHTHAWK / KYLE RICHM;NIGHTHAWK / KYLE RICHM
BARONESS ZEMO / HEIKE;BARONESS ZEMO / HEIKE
CASIOLENA  QUEEN;CASIOLENA  QUEEN
PARADIGM;PARADIGM
TASHA;TASHA
BEDLAM / JESSE AARONSO;BEDLAM / JESSE AARONSO
SWITCH / DEVON ALOMAR;SWITCH / DEVON ALOMAR
FERAL / MARIA CALLASAN;FERAL / MARIA CALLASAN
ARMAGEDDON MAN;ARMAGEDDON MAN
DANVILLE  SEN. OWEN;DANVILLE  SEN. OWEN
KING BEDLAM / CHRISTOP;KING BEDLAM / CHRISTOP
TAROT / MARIE-ANGE COL;TAROT / MARIE-ANGE COL
MAGMA / AMARA AQUILLA;MAGMA / AMARA AQUILLA
RED WOLF / WILDRUN;RED WOLF / WILDRUN
WOLF SPIRIT / OWAYODAT;WOLF SPIRIT / OWAYODAT
DEAD RINGER / LOU;DEAD RINGER / LOU
PANDEMONIA;PANDEMONIA
HOLIDAY  JORDAN;HOLIDAY  JORDAN
AMERICOP;AMERICOP
GOLDDIGGER;GOLDDIGGER
DRAN  DAMON;DRAN  DAMON
SANADA  KONO;SANADA  KONO
KALE  JENNIFER;KALE  JENNIFER
SAUNDERS  DABNEY;SAUNDERS  DABNEY
HUSK / PAIGE GUTHRIE;HUSK / PAIGE GUTHRIE
SMITH  WANDA JO BIAL;SMITH  WANDA JO BIAL
SMITH  MARTY LOUIS L;SMITH  MARTY LOUIS L
KRUELLA;KRUELLA
BENCHLEY;BENCHLEY
LEONARD  DR.;LEONARD  DR.
CISCERNOS  SELENA;CISCERNOS  SELENA
INDIGO  ODYSSEUS;INDIGO  ODYSSEUS
WYNDHAM  LUCAS;WYNDHAM  LUCAS
ARGOS;ARGOS
DRAGONBLOOD  ULYSSES;DRAGONBLOOD  ULYSSES
GUTHRIE  LUCINDA;GUTHRIE  LUCINDA
DEVILLE  ARCADIA;DEVILLE  ARCADIA
PARSONS  DR. DEREK;PARSONS  DR. DEREK
LOMENZO  NICOLE;LOMENZO  NICOLE
STRANGLEHOLD;STRANGLEHOLD
ZONA;ZONA
PYRE II;PYRE II
PELE II;PELE II
BORAKU;BORAKU
KROTOK;KROTOK
JINKU;JINKU
STYRAK;STYRAK
WEAVER  ZEKE;WEAVER  ZEKE
MASTER MOLD II;MASTER MOLD II
GUARDSMAN / KEVIN O'BR;GUARDSMAN / KEVIN O'BR
DORREK [SKRULL];DORREK [SKRULL]
SUPREME INTELLIGENCE;SUPREME INTELLIGENCE
BLAZING SKULL / MARK T;BLAZING SKULL / MARK T
ANELLE;ANELLE
FIN / PETER NOBLE;FIN / PETER NOBLE
SENTRY 459;SENTRY 459
CALDERONE  HANNAH;CALDERONE  HANNAH
CRIMSON DYNAMO V / DIM;CRIMSON DYNAMO V / DIM
HODGE  CAMERON;HODGE  CAMERON
SANDOVAL  JULIANA;SANDOVAL  JULIANA
SEBASTIAN  MARISSA;SEBASTIAN  MARISSA
DEMON BEAR;DEMON BEAR
COLLINS  BRADBURY;COLLINS  BRADBURY
RISQUE / GLORIA;RISQUE / GLORIA
DONNELY  VICTORIA TO;DONNELY  VICTORIA TO
GUTHRIE  LUKE;GUTHRIE  LUKE
GUTHRIE  TYLER;GUTHRIE  TYLER
VEEG;VEEG
DELPHI II;DELPHI II
VOGHT  AMELIA;VOGHT  AMELIA
WISDOM  PETER;WISDOM  PETER
FOGG  ARCHIMEDES ARC;FOGG  ARCHIMEDES ARC
BOGGS  MORDECAI P.;BOGGS  MORDECAI P.
FOGELSTROM  HIRAM;FOGELSTROM  HIRAM
HALLOWEEN JACK;HALLOWEEN JACK
ASTARTE;ASTARTE
RY'LOR;RY'LOR
ELECTRYON;ELECTRYON
BLACKWING / JOSEPH MAN;BLACKWING / JOSEPH MAN
BENWAY  DR.;BENWAY  DR.
JACK O'LANTERN II / MA;JACK O'LANTERN II / MA
RAZORBLADE;RAZORBLADE
FEROCIA;FEROCIA
MIFUNE  DR.;MIFUNE  DR.
STEED  JOHN;STEED  JOHN
POPEYE;POPEYE
PEEL  EMMA;PEEL  EMMA
PYLLAR;PYLLAR
MROTH;MROTH
PUDDLEGULP;PUDDLEGULP
GREENSONG;GREENSONG
NASH  SABRINA;NASH  SABRINA
NASH  JOHN JOHNNY TH;NASH  JOHN JOHNNY TH
GAARK;GAARK
SNAGG;SNAGG
TAROOK;TAROOK
EKAK;EKAK
DEMOLITION MAN DOPPE;DEMOLITION MAN DOPPE
CUTTHROAT / DANIEL LEI;CUTTHROAT / DANIEL LEI
CORSAIR;CORSAIR
CH'OD;CH'OD
PINKWATER  ELLA;PINKWATER  ELLA
LOBO II;LOBO II
TOWER;TOWER
MADDICKS  PROFESSOR;MADDICKS  PROFESSOR
IRIDIA [INHUMAN];IRIDIA [INHUMAN]
FORGE;FORGE
AHAB / RORY CAMPBELL;AHAB / RORY CAMPBELL
TIMESHADOW;TIMESHADOW
STINGER III;STINGER III
CARGIL / JOANNA CARGIL;CARGIL / JOANNA CARGIL
ARIZE;ARIZE
MAJOR DOMO;MAJOR DOMO
RICOCHET RITA;RICOCHET RITA
GIDEON;GIDEON
CHORD  ANDREW;CHORD  ANDREW
HARNESS / ERIKA BENSON;HARNESS / ERIKA BENSON
PROTEUS II;PROTEUS II
PIECEMEAL / GILBERT BE;PIECEMEAL / GILBERT BE
COPYCAT / VANESSA;COPYCAT / VANESSA
LEGION II / DAVID HALL;LEGION II / DAVID HALL
BARRIER;BARRIER
THUNDERBOLT II / LUIS;THUNDERBOLT II / LUIS
RINGER II;RINGER II
KURRGO;KURRGO
BLOOD BROTHERS;BLOOD BROTHERS
EXITAR;EXITAR
THOR REPLICOID;THOR REPLICOID
LEIR;LEIR
HILDY [ASGARDIAN];HILDY [ASGARDIAN]
HUGIN;HUGIN
MUNIN;MUNIN
MONGOOSE;MONGOOSE
MARRINA / MARRINA SMAL;MARRINA / MARRINA SMAL
PEARLA;PEARLA
HATE-MONGER IV;HATE-MONGER IV
ANGAR THE SCREAMER / D;ANGAR THE SCREAMER / D
EITRI;EITRI
BLOCKBUSTER III / MICH;BLOCKBUSTER III / MICH
HARPOON;HARPOON
ARCLIGHT / PHILLIPA SO;ARCLIGHT / PHILLIPA SO
BOLT II / CHRIS BRADLE;BOLT II / CHRIS BRADLE
ZANIAC II / THUG THATC;ZANIAC II / THUG THATC
BONES / ELIZABETH BLIS;BONES / ELIZABETH BLIS
MISS ITCH / BLISS;MISS ITCH / BLISS
ESTAVES  DR. ROSA;ESTAVES  DR. ROSA
MR. SCRATCH II / BLISS;MR. SCRATCH II / BLISS
BLISS  BONNIE;BLISS  BONNIE
SKIN II / DONNA BLISS;SKIN II / DONNA BLISS
ESTAVES  MARIE;ESTAVES  MARIE
LANSING  CHERYL;LANSING  CHERYL
GLADIATOR II;GLADIATOR II
DEVOOR  ALBERT;DEVOOR  ALBERT
LEIGHTON  BRIAN;LEIGHTON  BRIAN
MADAME WEB / CASSANDRA;MADAME WEB / CASSANDRA
MERIDIAN  DR. ROBERT;MERIDIAN  DR. ROBERT
NIGHTEYES / ERIC;NIGHTEYES / ERIC
FAVERSHAM  DAPHNE;FAVERSHAM  DAPHNE
QUICKSAND;QUICKSAND
ARABIAN KNIGHT / ABDUL;ARABIAN KNIGHT / ABDUL
TALISMAN;TALISMAN
DEFENSOR;DEFENSOR
3-D MAN / CHARLES CHAN;3-D MAN / CHARLES CHAN
TORPEDO III / BROCK JO;TORPEDO III / BROCK JO
URSA MAJOR / MIKHAIL U;URSA MAJOR / MIKHAIL U
AURORA / JEANNE-MARIE;AURORA / JEANNE-MARIE
LIVING MUMMY;LIVING MUMMY
O'BRIEN  MICHAEL;O'BRIEN  MICHAEL
SHAMROCK / MOLLY FITZG;SHAMROCK / MOLLY FITZG
COLLECTIVE MAN;COLLECTIVE MAN
VALINOR;VALINOR
ROM  SPACEKNIGHT;ROM  SPACEKNIGHT
PEREGRINE  LE / FRANCK;PEREGRINE  LE / FRANCK
BLUE SHIELD / JOSEPH J;BLUE SHIELD / JOSEPH J
AMERICAN EAGLE III / J;AMERICAN EAGLE III / J
BUSHKIN  BARNEY;BUSHKIN  BARNEY
AYALA  NESTOR;AYALA  NESTOR
BARNACLE;BARNACLE
STATIC;STATIC
SENYAKA;SENYAKA
KATH;KATH
SPOOR / ANDREW HAMISH;SPOOR / ANDREW HAMISH
KAMAL;KAMAL
VINDALOO;VINDALOO
JOSEPH;JOSEPH
PROJECTOR;PROJECTOR
REM-RAM;REM-RAM
MELLENCAMP;MELLENCAMP
NEOPHYTE;NEOPHYTE
CRUSADER II / ARTHUR B;CRUSADER II / ARTHUR B
HAROKIN [ASGARDIAN];HAROKIN [ASGARDIAN]
PIPER;PIPER
TITANIUM MAN / BORIS B;TITANIUM MAN / BORIS B
SERGEI;SERGEI
TIWAZ;TIWAZ
EILIF DRAGONSLAYER;EILIF DRAGONSLAYER
ADORA;ADORA
EMPRESS R'KILL [SKRU;EMPRESS R'KILL [SKRU
COMET / HARRIS MOORE;COMET / HARRIS MOORE
POWERHOUSE / RIEG DAVA;POWERHOUSE / RIEG DAVA
DIAMONDHEAD / DYKER;DIAMONDHEAD / DYKER
NOVA-PRIME;NOVA-PRIME
SPHINX;SPHINX
CRIMEBUSTER / FRANK MO;CRIMEBUSTER / FRANK MO
DR. SUN;DR. SUN
MONOCLE;MONOCLE
PROTECTOR III;PROTECTOR III
SAYGE;SAYGE
FUTURIST;FUTURIST
CYBELE [ETERNAL];CYBELE [ETERNAL]
CATAPHRAX;CATAPHRAX
DREAMING CELESTIAL / T;DREAMING CELESTIAL / T
YRDISIS;YRDISIS
KHORYPHOS [ETERNAL];KHORYPHOS [ETERNAL]
KINGO SUNEN [ETERNAL;KINGO SUNEN [ETERNAL
CHATTERTON  DAVE;CHATTERTON  DAVE
AHQLAU;AHQLAU
PHASTOS [ETERNAL];PHASTOS [ETERNAL]
JONES  BART;JONES  BART
ROULETTE II / JENNY ST;ROULETTE II / JENNY ST
EMPATH / MANUEL ALFONS;EMPATH / MANUEL ALFONS
JETSTREAM / HAROUD IBN;JETSTREAM / HAROUD IBN
CATSEYE / SHARON SMITH;CATSEYE / SHARON SMITH
VERMIN  LADY;VERMIN  LADY
TYGER  LORD;TYGER  LORD
BOVA;BOVA
RAM  SIR;RAM  SIR
CHURCHILL  LORD;CHURCHILL  LORD
GATOR  LORD;GATOR  LORD
URSULA  LADY;URSULA  LADY
DELPHIS  SIR;DELPHIS  SIR
CRANUS;CRANUS
GULLO;GULLO
STEED  MR.;STEED  MR.
BURST;BURST
RANDOM II / MARSHALL E;RANDOM II / MARSHALL E
NESTOR;NESTOR
OMEGA RED / ARKADY ROS;OMEGA RED / ARKADY ROS
DARK HUNTER;DARK HUNTER
DECAY;DECAY
GARGOUILLE;GARGOUILLE
ROSSIN  DR.;ROSSIN  DR.
GRIMM  JAKE;GRIMM  JAKE
FIREBOLT;FIREBOLT
KINGSIZE;KINGSIZE
DISTORTER;DISTORTER
MELTON  LORRIE;MELTON  LORRIE
ROSETTI  GABRIEL;ROSETTI  GABRIEL
GRIMM  PETUNIA PENNY;GRIMM  PETUNIA PENNY
SISTER DEATH;SISTER DEATH
SISTER DREAM;SISTER DREAM
SISTER AGONY;SISTER AGONY
ISAAC;ISAAC
SIROCCO;SIROCCO
AMINEDI;AMINEDI
BLACK RAAZER;BLACK RAAZER
VEIL;VEIL
CRIMSON COMMANDO / FRA;CRIMSON COMMANDO / FRA
AGGAMON;AGGAMON
DOUGHBOY;DOUGHBOY
IMPALA;IMPALA
BATTLEAXE;BATTLEAXE
FREEMAN  DEREK;FREEMAN  DEREK
MANGLER;MANGLER
ORB;ORB
DEATHSTROKE;DEATHSTROKE
CRUCIBLE / BYRON CALLE;CRUCIBLE / BYRON CALLE
MINISTER BLOOD;MINISTER BLOOD
SNAKE-EYES;SNAKE-EYES
MYSTERIA;MYSTERIA
WHITEOUT;WHITEOUT
ICE PRINCESS;ICE PRINCESS
WRANGLER;WRANGLER
BOMBSHELL;BOMBSHELL
IRON MAIDEN;IRON MAIDEN
GRIFFIN III;GRIFFIN III
BASILISK II;BASILISK II
DRAGONFLY / VERONICA D;DRAGONFLY / VERONICA D
POUNDCAKES / MARIAN PO;POUNDCAKES / MARIAN PO
BLOODLUST;BLOODLUST
STEEL WIND;STEEL WIND
KNOCKOUT;KNOCKOUT
MINDBLAST;MINDBLAST
PINK PEARL;PINK PEARL
SNAPDRAGON / SHEOKE SA;SNAPDRAGON / SHEOKE SA
ION;ION
BLACKBIRD;BLACKBIRD
PELTINO  LT.;PELTINO  LT.
BRANNEX  ALLESSANDRO;BRANNEX  ALLESSANDRO
WOLVERINE SKRULL;WOLVERINE SKRULL
WESSEL  HARRY;WESSEL  HARRY
BLAIR  CALEY;BLAIR  CALEY
STANLEY  TOM;STANLEY  TOM
GEESEY  KARL;GEESEY  KARL
MELLACE  LUCY SANTIN;MELLACE  LUCY SANTIN
SOTEIRA;SOTEIRA
REVELATION II;REVELATION II
ARCTURUS;ARCTURUS
EPHESUS;EPHESUS
BARTLETT  STU;BARTLETT  STU
ICE WORM;ICE WORM
BUNYAN  PAUL;BUNYAN  PAUL
UNCLE SAM;UNCLE SAM
PECOS BILL;PECOS BILL
JOHNNY APPLESEED / JON;JOHNNY APPLESEED / JON
FATHER TIME;FATHER TIME
