Id;Label
GARY;GARY
TBD;TBD
RANDY VALE;RANDY VALE
MR. HAPGOOD;MR. HAPGOOD
STREET VENDOR;STREET VENDOR
CAR JACKER;CAR JACKER
YELLING WOMAN;YELLING WOMAN
YELLING MAN;YELLING MAN
DAY SLEEPER;DAY SLEEPER
THAI WAITER;THAI WAITER
HISTORY TEACHER;HISTORY TEACHER
TENT KID;TENT KID
PARK RANGER;PARK RANGER
DECATHLON MODERATOR;DECATHLON MODERATOR
FERRY KID;FERRY KID
FERRY MOM;FERRY MOM
FERRY COMMUTER;FERRY COMMUTER
YEAH SPIDER-MAN GUY;YEAH SPIDER-MAN GUY
DEAN CRIMSON;DEAN CRIMSON
STARK TOWER TECHNICIAN;STARK TOWER TECHNICIAN
STARK TOWER EMPLOYEE;STARK TOWER EMPLOYEE
NYC PEDESTRIAN;NYC PEDESTRIAN
HIGH SCHOOL STUDENT;HIGH SCHOOL STUDENT
PARTY GIRL;PARTY GIRL
NYC COMMUTER;NYC COMMUTER
FERRY PASSENGER;FERRY PASSENGER
BANK CUSTOMER;BANK CUSTOMER
UNHAPPY TEEN;UNHAPPY TEEN
INDIAN FLOWER GIRL;INDIAN FLOWER GIRL
HOMECOMING DANCE STUDENT;HOMECOMING DANCE STUDENT
DRAMA CLUB STUDENT;DRAMA CLUB STUDENT
GIRL ON ELEVATOR;GIRL ON ELEVATOR
PRISON GUARD;PRISON GUARD
FIREFIGHTER;FIREFIGHTER
DECATHLON COMPETITOR;DECATHLON COMPETITOR
SKATEBOARDER;SKATEBOARDER
MIDTOWN STUDENT;MIDTOWN STUDENT
NY PEDESTRIAN;NY PEDESTRIAN
NYPD OFFICER;NYPD OFFICER
COMMUTER;COMMUTER
RABBI ON SUBWAY;RABBI ON SUBWAY
DODC GUARD;DODC GUARD
STREET VENDOR / PEDESTRIAN;STREET VENDOR / PEDESTRIAN
PHOTOGRAPHER;PHOTOGRAPHER
NEW YORKER;NEW YORKER
COLLEGE RECRUITER;COLLEGE RECRUITER
METRO POLICE OFFICER;METRO POLICE OFFICER
CONSTRUCTION WORKER;CONSTRUCTION WORKER
FDNY FIREFIGHTER;FDNY FIREFIGHTER
TONY STARK'S TECHNICIAN;TONY STARK'S TECHNICIAN
STUDENT / WEDDING GUEST;STUDENT / WEDDING GUEST
AVENGER'S STAFF AGENT;AVENGER'S STAFF AGENT
STUDENT;STUDENT
INMATE;INMATE
SCREAMING GIRL #2;SCREAMING GIRL #2
DC NEWS REPORTER;DC NEWS REPORTER
STARK VTOL PILOT;STARK VTOL PILOT
NED LEED'S DAD;NED LEED'S DAD
VULTURE HENCHMAN;VULTURE HENCHMAN
PARTY GOER;PARTY GOER
MASCOT;MASCOT
FIREMAN;FIREMAN
HELA;HELA
BRUNNHILDE / VALKYRIE;BRUNNHILDE / VALKYRIE
GRANDMASTER;GRANDMASTER
SKURGE;SKURGE
STEPHEN STRANGE / DOCTOR STRANGE;STEPHEN STRANGE / DOCTOR STRANGE
TOPAZ;TOPAZ
KORG / SURTUR (MO-CAP);KORG / SURTUR (MO-CAP)
SURTUR (VOICE);SURTUR (VOICE)
BARBER;BARBER
ACTOR ODIN;ACTOR ODIN
ACTOR THOR;ACTOR THOR
ACTOR LOKI;ACTOR LOKI
ASGARDIAN DATE #1;ASGARDIAN DATE #1
ASGARDIAN DATE #2;ASGARDIAN DATE #2
ACTOR SIF;ACTOR SIF
ODIN'S ASSISTANT;ODIN'S ASSISTANT
COLLEGE GIRL #1;COLLEGE GIRL #1
COLLEGE GIRL #2;COLLEGE GIRL #2
LEAD SCRAPPER;LEAD SCRAPPER
GOLDEN LADY #1;GOLDEN LADY #1
GOLDEN LADY #2;GOLDEN LADY #2
COUSIN CARLO;COUSIN CARLO
BEERBOT 5000;BEERBOT 5000
WARDEN;WARDEN
ASGARDIAN DAUGHTER;ASGARDIAN DAUGHTER
ASGARDIAN MOTHER;ASGARDIAN MOTHER
ASGARDIAN UNCLE;ASGARDIAN UNCLE
ASGARDIAN SON;ASGARDIAN SON
VALKYRIE SISTER #1;VALKYRIE SISTER #1
VALKYRIE SISTER #2;VALKYRIE SISTER #2
ASGARDIAN WOMAN;ASGARDIAN WOMAN
ASGARDIAN MAN;ASGARDIAN MAN
ASGARDIAN;ASGARDIAN
ASGARDIAN SERVANT;ASGARDIAN SERVANT
GM PILOT;GM PILOT
GRANDMASTER VIP;GRANDMASTER VIP
NEW YORK BUSINESSMAN;NEW YORK BUSINESSMAN
TWIN SAKAARAN CITIZEN;TWIN SAKAARAN CITIZEN
CHARLES XAVIER / PROFESSOR X;CHARLES XAVIER / PROFESSOR X
LOGAN / WOLVERINE;LOGAN / WOLVERINE
ERIC LENSHERR / MAGNETO;ERIC LENSHERR / MAGNETO
ORORO MUNROE / STORM;ORORO MUNROE / STORM
JEAN GREY / PHOENIX;JEAN GREY / PHOENIX
SCOTT SUMMERS / CYCLOPS;SCOTT SUMMERS / CYCLOPS
MARIE D'ANCANTO / ROGUE;MARIE D'ANCANTO / ROGUE
RAVEN DARKHOLME / MYSTIQUE;RAVEN DARKHOLME / MYSTIQUE
MORTIMER TOYNBEE / TOAD;MORTIMER TOYNBEE / TOAD
VICTOR CREED / SABRETOOTH;VICTOR CREED / SABRETOOTH
SENATOR KELLY;SENATOR KELLY
HENRY GYRICH;HENRY GYRICH
MAGNETO'S MOTHER;MAGNETO'S MOTHER
MAGNETO'S FATHER;MAGNETO'S FATHER
ROGUE'S BOYFRIEND;ROGUE'S BOYFRIEND
HOT DOG VENDOR;HOT DOG VENDOR
BOBBY DRAKE / ICEMAN;BOBBY DRAKE / ICEMAN
KATHERINE ""KITTY"" PRYDE / SHADOWCAT;KATHERINE ""KITTY"" PRYDE / SHADOWCAT
JOHN ALLERDYCE / PYRO ";JOHN ALLERDYCE / PYRO "
WILLIAM STRYKER;WILLIAM STRYKER
KURT WAGNER / NIGHTCRAWLER;KURT WAGNER / NIGHTCRAWLER
YURIKO OYAMA / LADY DEATHSTRIKE;YURIKO OYAMA / LADY DEATHSTRIKE
JOHN ALLERDYCE / PYRO;JOHN ALLERDYCE / PYRO
JUBILEE;JUBILEE
ARTIE;ARTIE
THERESA CASSIDY / SIRYN;THERESA CASSIDY / SIRYN
JASON 143;JASON 143
DOUGLAS RAMSEY / CYPHER;DOUGLAS RAMSEY / CYPHER
PIOTR RASPUTIN / COLOSSUS;PIOTR RASPUTIN / COLOSSUS
SURGEON;SURGEON
PRESIDENT MCKENNA;PRESIDENT MCKENNA
WHITE HOUSE TOUR GUIDE;WHITE HOUSE TOUR GUIDE
STRYKER SOLDIER #1;STRYKER SOLDIER #1
OVAL OFFICE AGENT CARTWRIGHT;OVAL OFFICE AGENT CARTWRIGHT
CAPTURED X-KID;CAPTURED X-KID
DR. HANK MCCOY";DR. HANK MCCOY"
ERIC LEHNSHERR / MAGNETO;ERIC LEHNSHERR / MAGNETO
DR. HENRY 'HANK' MCCOY / BEAST;DR. HENRY 'HANK' MCCOY / BEAST
CAIN MARKO / JUGGERNAUT;CAIN MARKO / JUGGERNAUT
WARREN WORTHINGTON III / ANGEL;WARREN WORTHINGTON III / ANGEL
CALLISTO;CALLISTO
JIMMY / LEECH;JIMMY / LEECH
QUENTIN QUIRE / KID OMEGA;QUENTIN QUIRE / KID OMEGA
JAMIE MADROX / MULTIPLE MAN;JAMIE MADROX / MULTIPLE MAN
PHILIPPA SONTAG / ARCLIGHT;PHILIPPA SONTAG / ARCLIGHT
BETSY BRADDOCK / PSYLOCKE;BETSY BRADDOCK / PSYLOCKE
JUBILATION LEE / JUBILEE;JUBILATION LEE / JUBILEE
THERESA ROURKE CASSIDY / SIRYN;THERESA ROURKE CASSIDY / SIRYN
WARREN WORTHINGTON II;WARREN WORTHINGTON II
DR. KAVITA RAO;DR. KAVITA RAO
THE PRESIDENT;THE PRESIDENT
TRASK;TRASK
YOUNG JEAN GREY;YOUNG JEAN GREY
YOUNG ANGEL;YOUNG ANGEL
WATERHOSE MAN;WATERHOSE MAN
MINIVAN SON #2;MINIVAN SON #2
MOIRA MCTAGGERT ";MOIRA MCTAGGERT "
WOLVERINE / WEAPON X;WOLVERINE / WEAPON X
STRYKER;STRYKER
KAYLA SILVERFOX / SILVER FOX;KAYLA SILVERFOX / SILVER FOX
DEADPOOL / WEAPON XI;DEADPOOL / WEAPON XI
JOHN WRAITH / KESTREL;JOHN WRAITH / KESTREL
REMY LEBEAU / THE GAMBIT;REMY LEBEAU / THE GAMBIT
FRED DUKES / BLOB;FRED DUKES / BLOB
CHRIS BRADLEY / BOLT;CHRIS BRADLEY / BOLT
DAVID NORTH / AGENT ZERO;DAVID NORTH / AGENT ZERO
HEATHER HUDSON;HEATHER HUDSON
TRAVIS HUDSON;TRAVIS HUDSON
JAMES;JAMES
YOUNG VICTOR;YOUNG VICTOR
JOHN HOWLETT;JOHN HOWLETT
THOMAS LOGAN;THOMAS LOGAN
ELIZABETH HOWLETT;ELIZABETH HOWLETT
FIRING SQUAD LEADER;FIRING SQUAD LEADER
CARNIVAL GUY;CARNIVAL GUY
CARNIVAL GIRL;CARNIVAL GIRL
SCHOOL CHILD;SCHOOL CHILD
LOGGING SUPERVISOR;LOGGING SUPERVISOR
PHELAN;PHELAN
MARCUSE;MARCUSE
VAN MIER;VAN MIER
BARTENDER;BARTENDER
MALE NURSE #1;MALE NURSE #1
MALE NURSE #2;MALE NURSE #2
DR. CORNELIUS;DR. CORNELIUS
DR. CAROL FROST;DR. CAROL FROST
LEAD TECHNICIAN - ALKALI LAKE;LEAD TECHNICIAN - ALKALI LAKE
GENERAL MUNSON;GENERAL MUNSON
PLATOON LEADER;PLATOON LEADER
MUTTERING MAN;MUTTERING MAN
NERVOUS AFRICAN WOMAN;NERVOUS AFRICAN WOMAN
STRYKER AIDE;STRYKER AIDE
CURTIS;CURTIS
KAYLA'S SISTER / EMMA;KAYLA'S SISTER / EMMA
POKER PLAYER;POKER PLAYER
WOMAN OF THE NIGHT;WOMAN OF THE NIGHT
HUGE DOORMAN;HUGE DOORMAN
DRUNKEN MAN IN ALLEY;DRUNKEN MAN IN ALLEY
DRIVER;DRIVER
AFRICAN BUSINESSMAN;AFRICAN BUSINESSMAN
TEACHER;TEACHER
SPECIAL FORCES COMMANDER;SPECIAL FORCES COMMANDER
VIETNAMESE CHILD;VIETNAMESE CHILD
HUNTER #1;HUNTER #1
HUNTER #2;HUNTER #2
VIETNAM ARMY OFFICER;VIETNAM ARMY OFFICER
TANK SOLDIER;TANK SOLDIER
VIETNAMESE MAN;VIETNAMESE MAN
VIETNAMESE WOMAN;VIETNAMESE WOMAN
MUTANT TWIN #1;MUTANT TWIN #1
MUTANT TWIN #2;MUTANT TWIN #2
WEAPON XI;WEAPON XI
ERIK LEHNSHERR / MAGNETO;ERIK LEHNSHERR / MAGNETO
SEBASTIAN SHAW / BLACK BISHOP;SEBASTIAN SHAW / BLACK BISHOP
MOIRA MACTAGGERT;MOIRA MACTAGGERT
HANK MCCOY / BEAST;HANK MCCOY / BEAST
EMMA FROST / WHITE QUEEN;EMMA FROST / WHITE QUEEN
AZAZEL;AZAZEL
ALEX SUMMERS / HAVOK;ALEX SUMMERS / HAVOK
SEAN CASSIDY / BANSHEE;SEAN CASSIDY / BANSHEE
ANGEL SALVADORE / TEMPEST;ANGEL SALVADORE / TEMPEST
MAN IN BLACK SUIT;MAN IN BLACK SUIT
ARMANDO MUÑOZ / DARWIN;ARMANDO MUÑOZ / DARWIN
JANOS QUESTED / RIPTIDE;JANOS QUESTED / RIPTIDE
CIA DIRECTOR MCCONE;CIA DIRECTOR MCCONE
RUSSIAN GENERAL;RUSSIAN GENERAL
COLONEL HENDRY;COLONEL HENDRY
CAPTAIN;CAPTAIN
YOUNG RAVEN (10 YRS);YOUNG RAVEN (10 YRS)
CHARLES XAVIER (12 YEARS);CHARLES XAVIER (12 YEARS)
MRS. XAVIER;MRS. XAVIER
YOUNG ERIK;YOUNG ERIK
LEVENE;LEVENE
US GENERAL;US GENERAL
SECRETARY OF STATE;SECRETARY OF STATE
MYSTIQUE - OLDER;MYSTIQUE - OLDER
SOVIET NCO;SOVIET NCO
RUSSIAN GENERAL'S BODYGUARD;RUSSIAN GENERAL'S BODYGUARD
CHIEF WARDEN;CHIEF WARDEN
CO-ED;CO-ED
EDIE LENSHERR;EDIE LENSHERR
MAN IN BLACK SUIT AGENT;MAN IN BLACK SUIT AGENT
ARAL SEA CAPTAIN;ARAL SEA CAPTAIN
MR. LENSHERR (ERIK'S DAD);MR. LENSHERR (ERIK'S DAD)
SWISS BANK MANAGER;SWISS BANK MANAGER
1ST GERMAN / PIG FARMER;1ST GERMAN / PIG FARMER
2ND GERMAN / TAILOR;2ND GERMAN / TAILOR
SHINGEN;SHINGEN
HARADA;HARADA
MARIKO YASHIDA;MARIKO YASHIDA
YUKIO;YUKIO
MADAME HYDRA / VIPER;MADAME HYDRA / VIPER
YASHIDA;YASHIDA
NOBURO MORI;NOBURO MORI
YOUNG YASHIDA;YOUNG YASHIDA
POCK-FACE;POCK-FACE
AYA;AYA
RED BEARD;RED BEARD
BAR MAN (RED BEARD'S FRIEND);BAR MAN (RED BEARD'S FRIEND)
YUKON BAR PATRON;YUKON BAR PATRON
BUDDHIST PRIEST;BUDDHIST PRIEST
FRUIT CART VENDOR;FRUIT CART VENDOR
DYING YAKUZA;DYING YAKUZA
YASHIDA SECURITY GUARD;YASHIDA SECURITY GUARD
CHARLES XAVIER / PROFESSOR X (YOUNG);CHARLES XAVIER / PROFESSOR X (YOUNG)
ERIK LEHNSHERR / MAGNETO (YOUNG);ERIK LEHNSHERR / MAGNETO (YOUNG)
BOLIVAR TRASK;BOLIVAR TRASK
ERIK LEHNSHERR / MAGNETO (OLD);ERIK LEHNSHERR / MAGNETO (OLD)
CHARLES XAVIER / PROFESSOR X (OLD);CHARLES XAVIER / PROFESSOR X (OLD)
HANK MCCOY / BEAST (OLDER);HANK MCCOY / BEAST (OLDER)
LUCAS BISHOP;LUCAS BISHOP
CLARICE FERGUSON / BLINK;CLARICE FERGUSON / BLINK
ROBERTO DA COSTA / SUNSPOT;ROBERTO DA COSTA / SUNSPOT
JAMES PROUDSTAR / WARPATH;JAMES PROUDSTAR / WARPATH
CONGRESMAN DAVIS;CONGRESMAN DAVIS
CONGRESSMAN PARKER;CONGRESSMAN PARKER
SENATOR BRICKMAN;SENATOR BRICKMAN
INK;INK
PRESIDENT RICHARD NIXON;PRESIDENT RICHARD NIXON
MAN WITH A MOVIE CAMERA;MAN WITH A MOVIE CAMERA
EN SABAH NUR;EN SABAH NUR
GROUNDSKEEPER;GROUNDSKEEPER
PINSTRIPE MAFIOSO;PINSTRIPE MAFIOSO
COL. SANDERS;COL. SANDERS
VIETNAM MP GUARD;VIETNAM MP GUARD
MUTANT SOLDIER;MUTANT SOLDIER
QUARANTINE DOCTOR;QUARANTINE DOCTOR
CONGRESSMAN MCCARTER;CONGRESSMAN MCCARTER
TRASK SECRETARY;TRASK SECRETARY
MS. MAXIMOFF;MS. MAXIMOFF
PENTAGON TOUR GUIDE;PENTAGON TOUR GUIDE
SURVEILLANCE GUARD;SURVEILLANCE GUARD
PENTAGON COOK;PENTAGON COOK
PENTAGON ELEVATOR GUARD;PENTAGON ELEVATOR GUARD
ARMED KITCHEN GUARD;ARMED KITCHEN GUARD
GENERAL NHUAN;GENERAL NHUAN
VIETNAMESE CAPTAIN;VIETNAMESE CAPTAIN
GENERAL PETROV;GENERAL PETROV
PEACE SUMMIT REPORTER;PEACE SUMMIT REPORTER
NIXON AIDE;NIXON AIDE
SECRETARY OF DEFENSE;SECRETARY OF DEFENSE
US ARMY GENERAL;US ARMY GENERAL
DESK ANCHOR;DESK ANCHOR
FRENCH EMERGENCY NURSE;FRENCH EMERGENCY NURSE
FRENCH TV REPORTER;FRENCH TV REPORTER
FEMALE TRAVELER;FEMALE TRAVELER
BLUE SUIT TRAVELER;BLUE SUIT TRAVELER
AIRPORT BACKPACKER;AIRPORT BACKPACKER
WHITE HOUSE REPORTER;WHITE HOUSE REPORTER
WHITE HOUSE TICKET MAN;WHITE HOUSE TICKET MAN
POTOMAC RIVER COP;POTOMAC RIVER COP
CHINESE TRANSLATOR";CHINESE TRANSLATOR"
PROFESSOR CHARLES XAVIER;PROFESSOR CHARLES XAVIER
EN SABAH NUR / APOCALYPSE;EN SABAH NUR / APOCALYPSE
COL. WILLIAM STRYKER;COL. WILLIAM STRYKER
ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE;ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE
HORSEMAN - PESTILENCE;HORSEMAN - PESTILENCE
HORSEMAN - FAMINE;HORSEMAN - FAMINE
HORSEMAN - DEATH;HORSEMAN - DEATH
HORSEMAN - WAR;HORSEMAN - WAR
LEAD CONSPIRACY GUARD;LEAD CONSPIRACY GUARD
CONSPIRATOR GUARD;CONSPIRATOR GUARD
HIGH PRIEST;HIGH PRIEST
OLD APOCALYPSE;OLD APOCALYPSE
SCOTT'S TEACHER;SCOTT'S TEACHER
SCHOOL JOCK;SCHOOL JOCK
SCHOOL CHEERLEADER;SCHOOL CHEERLEADER
FIGHT ANNOUNCER;FIGHT ANNOUNCER
DEFEATED ""BLOB"";DEFEATED ""BLOB""
ELECTRIC PANEL GUARD;ELECTRIC PANEL GUARD
MR. SUMMERS;MR. SUMMERS
MRS. SUMMERS;MRS. SUMMERS
FALAFEL SHOP OWNER;FALAFEL SHOP OWNER
CLAN AKKABA LEADER;CLAN AKKABA LEADER
CLAN AKKABA DISCIPLE;CLAN AKKABA DISCIPLE
MAGDA;MAGDA
NINA;NINA
CAIRO SHOE SHOP VENDOR;CAIRO SHOE SHOP VENDOR
MILOSZ;MILOSZ
POLISH WORKER;POLISH WORKER
LEAD POLISH INSPECTOR;LEAD POLISH INSPECTOR
JAKOB;JAKOB
POLISH POLICE ARCHER;POLISH POLICE ARCHER
THREATENING CAIRO VENDOR;THREATENING CAIRO VENDOR
EGYPTIAN STREET VENDOR;EGYPTIAN STREET VENDOR
CALIBAN;CALIBAN
CNN REPORTER;CNN REPORTER
NEWS ANCHOR;NEWS ANCHOR
PENTAGON GENERAL HASTINGS;PENTAGON GENERAL HASTINGS
PENTAGON GENERAL RADFORD;PENTAGON GENERAL RADFORD
PENTAGON GENERAL FIELDS;PENTAGON GENERAL FIELDS
DEFENSE SECRETARY WEISBERG;DEFENSE SECRETARY WEISBERG
MILITARY OFFICIAL BROWN;MILITARY OFFICIAL BROWN
MILITARY SUBMARINE OFFICIAL;MILITARY SUBMARINE OFFICIAL
AIR FORCE OFFICIAL;AIR FORCE OFFICIAL
FOYER STUDENT;FOYER STUDENT
FISH BOWL GIRL;FISH BOWL GIRL
KISSING GIRL;KISSING GIRL
KISSING GUY;KISSING GUY
COMPUTER GUY;COMPUTER GUY
DARTS GUY;DARTS GUY
TAB GIRL;TAB GIRL
PIZZA DOG;PIZZA DOG
STUDENT IN DRAPES;STUDENT IN DRAPES
TABLE SURFING STUDENT;TABLE SURFING STUDENT
ALKALI SOLDIER;ALKALI SOLDIER
ALKALI GUARD;ALKALI GUARD
ALKALI COMMUNICATIONS OFFICER;ALKALI COMMUNICATIONS OFFICER
CONFUSED TECH;CONFUSED TECH
KENYAN TEACHER;KENYAN TEACHER
PENTAGON SCIENTIST;PENTAGON SCIENTIST
FISHING BOAT CAPTAIN;FISHING BOAT CAPTAIN
FINSHERMAN;FINSHERMAN
HARBOR MASTER;HARBOR MASTER
HARBOR EMPLOYEE;HARBOR EMPLOYEE
RUSSIAN SUBMARINE SAILORS;RUSSIAN SUBMARINE SAILORS
RUSSIAN SUBMARINE SAILOR;RUSSIAN SUBMARINE SAILOR
US WEAPONS TECHNICIAN;US WEAPONS TECHNICIAN
MYSTERY MAN";MYSTERY MAN"
WOLVERINE / X-24;WOLVERINE / X-24
LAURA KINNEY / X-23;LAURA KINNEY / X-23
DONALD PIERCE;DONALD PIERCE
DR. ZANDER RICE;DR. ZANDER RICE
LAURA (DOUBLE);LAURA (DOUBLE)
WILL MUNSON;WILL MUNSON
KATHRYN MUNSON;KATHRYN MUNSON
GABRIELA LOPEZ;GABRIELA LOPEZ
MARIA;MARIA
RHODES;RHODES
VALET;VALET
RICTOR;RICTOR
MOHAWK;MOHAWK
DELILAH;DELILAH
NATE MUNSON;NATE MUNSON
FEDERALE COMMANDER;FEDERALE COMMANDER
FEDERALE LIEUTENANT;FEDERALE LIEUTENANT
FEDERALE;FEDERALE
REY (AS REY GALLEGOS);REY (AS REY GALLEGOS)
MACON;MACON
BONE BREAKER;BONE BREAKER
PRETTY BOY;PRETTY BOY
REAVER;REAVER
MOTEL MANAGER;MOTEL MANAGER
BOBBY;BOBBY
CHARLOTTE;CHARLOTTE
LIZARD BOY;LIZARD BOY
MEXICAN STAFF MEMBER;MEXICAN STAFF MEMBER
JACKSON;JACKSON
OLD DOCTOR;OLD DOCTOR
PROM TEEN #1;PROM TEEN #1
PROM TEEN #2;PROM TEEN #2
PROM TEEN #3;PROM TEEN #3
PROM TEEN #4;PROM TEEN #4
BRIDESMAID;BRIDESMAID
PASTOR;PASTOR
MOURNING WIDOW;MOURNING WIDOW
INFIRMARY NURSE;INFIRMARY NURSE
CAR DEALER;CAR DEALER
MAJOR;MAJOR
BANGER;BANGER
PINE CONE GIRL;PINE CONE GIRL
JONAH;JONAH
MUTANT CHILD;MUTANT CHILD
GLOWING EYES BOY;GLOWING EYES BOY
JACKSON'S HENCHMAN;JACKSON'S HENCHMAN
SCREAMING CASINO WOMAN;SCREAMING CASINO WOMAN
BUMPY SKINNED KID;BUMPY SKINNED KID
BORDER GUARD;BORDER GUARD
CONVENIENCE STORE CLERK;CONVENIENCE STORE CLERK
WADE WILSON / DEADPOOL;WADE WILSON / DEADPOOL
VANESSA CARLYSLE / COPYCAT;VANESSA CARLYSLE / COPYCAT
FRANCIS FREEMAN / AJAX;FRANCIS FREEMAN / AJAX
JACK ""WEASEL"" HAMMER;JACK ""WEASEL"" HAMMER
CHRISTINA / ANGEL DUST;CHRISTINA / ANGEL DUST
BLIND AL;BLIND AL
ELLIE PHIMISTER / NEGASONIC TEENAGE WARHEAD;ELLIE PHIMISTER / NEGASONIC TEENAGE WARHEAD
THE RECRUITER;THE RECRUITER
PIOTR RASPUTIN / COLOSSUS (VOICE);PIOTR RASPUTIN / COLOSSUS (VOICE)
DOPINDER;DOPINDER
BUCK;BUCK
BOOTHE;BOOTHE
WARLORD;WARLORD
JEREMY (PIZZA GUY);JEREMY (PIZZA GUY)
GAVIN MERCHANT;GAVIN MERCHANT
MEGHAN ORLOVSKY;MEGHAN ORLOVSKY
TEEN GIRL #1;TEEN GIRL #1
TEEN GIRL #2;TEEN GIRL #2
ARCADE TICKET TAKER;ARCADE TICKET TAKER
ONCOLOGIST;ONCOLOGIST
DAVID CUNNINGHAM;DAVID CUNNINGHAM
CHINATOWN MERCHANT;CHINATOWN MERCHANT
WHISPER GIRLFRIEND;WHISPER GIRLFRIEND
WHISPER BOYFRIEND;WHISPER BOYFRIEND
POOL HALL GOON;POOL HALL GOON
FIGHT CLUB BOSS;FIGHT CLUB BOSS
GARBAGE TRUCK DRIVER;GARBAGE TRUCK DRIVER
SUPER SOLDIER #1;SUPER SOLDIER #1
STRIP CLUB DJ;STRIP CLUB DJ
NO5 ORANGE MANAGER;NO5 ORANGE MANAGER
STRIP CLUB WORKER;STRIP CLUB WORKER
FLIGHT DECK GUARD;FLIGHT DECK GUARD
BOB";BOB"
BLADE;BLADE
DEACON FROST;DEACON FROST
WHISTLER;WHISTLER
KAREN;KAREN
QUINN;QUINN
DRAGONETTI;DRAGONETTI
MERCURY;MERCURY
RACQUEL;RACQUEL
KRIEGER;KRIEGER
CURTIS WEBB;CURTIS WEBB
VANESSA;VANESSA
PEARL;PEARL
SENIOR RESIDENT;SENIOR RESIDENT
RESIDENT;RESIDENT
HEATSEEKING DENNIS;HEATSEEKING DENNIS
CREEPY MORGUE GUY;CREEPY MORGUE GUY
PALLANTINE;PALLANTINE
JAPANESE DOORMAN;JAPANESE DOORMAN
KAM;KAM
PARAMEDIC;PARAMEDIC
PRAGMATIC POLICEMAN;PRAGMATIC POLICEMAN
BLOOD CLUB BOUNCER;BLOOD CLUB BOUNCER
MARTIAL ARTS KID;MARTIAL ARTS KID
LYLE CONWAY;LYLE CONWAY
MENACING STUD;MENACING STUD
VAMPIRE UNDERLING;VAMPIRE UNDERLING
FROST'S GOON;FROST'S GOON
VON ESPER;VON ESPER
CREASE;CREASE
PLEADING GOON;PLEADING GOON
SLAVIC VAMPIRE LORD;SLAVIC VAMPIRE LORD
RUSSIAN WOMAN;RUSSIAN WOMAN
RUSSIAN VAMPIRE;RUSSIAN VAMPIRE
CARDBOARD CUT-OUT IN SUBWAY;CARDBOARD CUT-OUT IN SUBWAY
VAMPIRE VICTIM;VAMPIRE VICTIM
BLOOD BATH VAMPIRE;BLOOD BATH VAMPIRE
REINHARDT;REINHARDT
NYSSA;NYSSA
SCUD;SCUD
DAMASKINOS;DAMASKINOS
NOMAK;NOMAK
CHUPA;CHUPA
ASAD;ASAD
SNOWMAN;SNOWMAN
KOUNEN;KOUNEN
VERLAINE;VERLAINE
PRIEST;PRIEST
LIGHTHAMMER;LIGHTHAMMER
RUSH;RUSH
JIGSAW;JIGSAW
GOLEM;GOLEM
BLOOD BANK DOCTOR / REAPER;BLOOD BANK DOCTOR / REAPER
BLOOD BANK GUARD / REAPER;BLOOD BANK GUARD / REAPER
BLOOD BANK NURSE;BLOOD BANK NURSE
DRUG DEALER;DRUG DEALER
BLOOD BANK GUARD;BLOOD BANK GUARD
VAMPIRE WITH EXPOSED SPINE;VAMPIRE WITH EXPOSED SPINE
REAPER;REAPER
ST. CLOUD;ST. CLOUD
CHOAD;CHOAD
LITTLE G;LITTLE G
TEA BAG;TEA BAG
MAN IN LONDON PORNO SHOP;MAN IN LONDON PORNO SHOP
YOUNG BLADE;YOUNG BLADE
DRAKE;DRAKE
ABIGAIL WHISTLER;ABIGAIL WHISTLER
HANNIBAL KING;HANNIBAL KING
DANICA TALOS;DANICA TALOS
CHIEF MARTIN VREEDE;CHIEF MARTIN VREEDE
DR. EDGAR VANCE;DR. EDGAR VANCE
ASHER TALOS;ASHER TALOS
JARKO GRIMWOOD;JARKO GRIMWOOD
WOLFE;WOLFE
VIRAGO;VIRAGO
WILSON HALE;WILSON HALE
RAY CUMBERLAND;RAY CUMBERLAND
SOMMERFIELD;SOMMERFIELD
ZOE;ZOE
HEDGES;HEDGES
BENTLEY TITTLE;BENTLEY TITTLE
GOTH VIXEN WANNABE;GOTH VIXEN WANNABE
STONE;STONE
JOHNNY BLAZE / GHOST RIDER;JOHNNY BLAZE / GHOST RIDER
ROXANNE SIMPSON;ROXANNE SIMPSON
BLACKHEART / BLACK KING;BLACKHEART / BLACK KING
MACK;MACK
CARTER SLADE / PHANTOM RIDER;CARTER SLADE / PHANTOM RIDER
MEPHISTOPHELES;MEPHISTOPHELES
BARTON BLAZE;BARTON BLAZE
YOUNG JOHNNY BLAZE;YOUNG JOHNNY BLAZE
YOUNG ROXANNE SIMPSON;YOUNG ROXANNE SIMPSON
TEAM BLAZE;TEAM BLAZE
X GAMES ANNOUNCER;X GAMES ANNOUNCER
MOTORCYCLE GANG MEMBER;MOTORCYCLE GANG MEMBER
BROKEN SPOKE WAITRESS;BROKEN SPOKE WAITRESS
GOTH GIRL IN ALLEY;GOTH GIRL IN ALLEY
WALLOW;WALLOW
ABIGOR;ABIGOR
ROARKE / THE DEVIL;ROARKE / THE DEVIL
NADYA;NADYA
DANNY;DANNY
RAY CARRIGAN / BLACKOUT;RAY CARRIGAN / BLACKOUT
METHODIUS;METHODIUS
MOREAU;MOREAU
